income,age,loan_amount,employment_years,credit_score,existing_debt,num_credit_lines,num_delinquencies_2yr,loan_term_months,interest_rate,home_ownership,loan_purpose,employment_type,default
37708.65,59,33532.55,5.9,768.0,39614.45,11,1,60,17.41,RENT,medical,salaried,0
52291.18,65,41471.05,4.3,614.0,1018.54,7,0,48,21.05,MORTGAGE,debt_consolidation,salaried,0
70349.23,63,26772.67,17.7,700.0,13079.3,15,0,24,4.17,RENT,credit_card,salaried,0
86915.53,53,21928.0,3.2,646.0,29920.27,17,0,60,17.15,OWN,small_business,salaried,0
75545.45,67,24001.64,9.4,713.0,2551.43,15,0,36,14.55,MORTGAGE,debt_consolidation,salaried,0
61824.95,63,25446.3,3.3,850.0,0.0,4,0,24,15.4,MORTGAGE,home_improvement,salaried,0
59550.49,58,33785.1,3.3,647.0,22520.71,8,0,12,21.38,RENT,debt_consolidation,salaried,0
115338.76,30,33748.07,7.3,666.0,2358.39,15,0,84,23.1,RENT,debt_consolidation,salaried,0
39723.23,27,28424.48,2.1,605.0,30156.02,12,0,12,30.24,OWN,credit_card,salaried,1
82766.98,52,19104.63,2.3,677.0,14057.44,15,0,48,19.64,MORTGAGE,other,salaried,0
94739.81,43,2676.53,3.4,578.0,17149.4,19,1,24,15.64,OWN,major_purchase,salaried,0
56803.5,46,19061.94,1.4,752.0,9063.3,15,0,24,14.6,OWN,debt_consolidation,salaried,1
59324.17,38,24368.28,3.3,748.0,24644.44,6,0,36,19.49,RENT,car,salaried,0
80198.71,60,15433.15,1.2,644.0,20864.3,16,0,60,11.69,RENT,debt_consolidation,self_employed,0
78330.73,44,18488.74,5.4,555.0,15422.75,15,1,36,18.92,RENT,home_improvement,retired,0
124066.63,47,44928.89,5.5,823.0,0.0,3,0,24,11.09,RENT,credit_card,salaried,0
66016.38,23,8060.49,4.7,670.0,14253.9,18,0,24,19.31,RENT,credit_card,salaried,0
96890.02,26,9555.57,12.3,526.0,16822.43,4,1,48,25.26,MORTGAGE,other,salaried,0
46039.76,58,500.0,6.8,733.0,46550.44,18,1,48,13.13,RENT,car,self_employed,0
127309.18,59,5566.06,1.5,539.0,20415.45,19,1,36,27.87,OWN,credit_card,self_employed,0
127539.44,57,500.0,10.6,712.0,11918.34,5,2,84,18.07,MORTGAGE,debt_consolidation,salaried,0
71562.54,40,36887.87,8.5,691.0,5568.94,16,0,24,21.64,RENT,credit_card,retired,1
66253.77,59,500.0,3.5,655.0,0.0,6,0,24,18.55,MORTGAGE,medical,retired,0
12000.0,26,12057.61,13.2,601.0,11568.52,9,0,12,10.71,MORTGAGE,debt_consolidation,self_employed,1
83021.59,27,10197.14,14.0,623.0,8801.44,6,0,48,18.11,MORTGAGE,debt_consolidation,self_employed,0
84925.86,69,26748.49,1.9,742.0,12640.36,13,1,12,16.34,OTHER,credit_card,salaried,0
113804.03,50,17778.28,12.7,515.0,42565.42,13,1,84,25.07,OWN,other,unemployed,1
89454.97,51,6716.95,8.6,744.0,3356.71,19,0,24,20.52,MORTGAGE,home_improvement,salaried,0
12783.72,68,5991.22,2.3,632.0,29138.5,3,0,24,19.02,RENT,credit_card,salaried,1
65411.52,69,31266.54,6.3,760.0,23321.1,0,1,60,14.93,RENT,major_purchase,salaried,0
42287.57,46,500.0,0.2,705.0,0.0,6,0,84,16.16,OWN,home_improvement,retired,0
39080.83,38,17684.49,3.4,761.0,25300.6,18,0,48,17.25,RENT,other,salaried,0
42627.39,31,13157.96,3.8,732.0,38088.88,16,0,48,12.04,OWN,debt_consolidation,salaried,0
63350.3,46,16794.74,4.8,539.0,28285.99,19,0,12,29.35,MORTGAGE,other,salaried,1
72110.44,65,26379.77,3.1,638.0,27399.95,4,1,60,17.38,OTHER,home_improvement,salaried,0
54309.03,63,19867.11,0.1,844.0,20427.51,2,1,36,7.07,OWN,home_improvement,retired,0
111044.28,35,4329.96,0.4,656.0,5825.13,11,2,24,11.46,RENT,credit_card,salaried,0
90122.94,26,51917.56,8.7,616.0,6863.63,5,0,84,17.59,RENT,debt_consolidation,salaried,0
51517.41,27,35060.28,3.1,740.0,29722.14,8,1,48,10.41,MORTGAGE,credit_card,salaried,0
34336.29,30,23800.48,2.5,641.0,17129.46,13,0,36,16.91,MORTGAGE,major_purchase,retired,1
59296.65,66,500.0,5.1,603.0,2962.43,16,1,48,25.94,RENT,other,salaried,0
49959.6,23,21251.08,2.3,654.0,5911.82,10,0,48,8.33,MORTGAGE,major_purchase,salaried,0
35037.08,28,1502.36,10.5,679.0,27310.49,7,0,36,16.85,MORTGAGE,home_improvement,salaried,0
80397.22,61,26626.73,2.2,759.0,18527.82,3,0,48,10.72,OWN,major_purchase,salaried,0
61920.3,68,25660.93,4.2,831.0,21487.14,6,0,48,8.31,RENT,car,salaried,0
92023.74,54,14470.1,7.9,668.0,4784.96,10,0,12,35.3,RENT,debt_consolidation,salaried,0
105453.56,37,19369.81,3.1,726.0,17077.36,13,0,12,22.06,RENT,other,salaried,0
106353.16,25,42501.76,3.7,637.0,21830.28,4,0,84,13.08,MORTGAGE,credit_card,salaried,0
77218.71,54,40132.54,2.0,669.0,31027.95,7,0,24,17.75,MORTGAGE,debt_consolidation,self_employed,0
59999.34,24,22742.85,0.7,629.0,35396.96,1,1,60,21.45,MORTGAGE,debt_consolidation,salaried,0
12000.0,63,34821.9,6.6,695.0,33714.3,18,1,84,23.54,MORTGAGE,credit_card,salaried,1
24408.45,69,34906.85,1.3,662.0,22822.01,16,0,12,15.46,OWN,medical,self_employed,1
71188.56,40,500.0,9.5,604.0,0.0,11,1,36,21.42,MORTGAGE,credit_card,salaried,1
76100.78,52,23074.9,11.5,621.0,13082.44,14,0,36,18.57,OTHER,car,self_employed,0
65983.18,36,58016.96,13.8,505.0,20539.77,17,1,48,25.04,MORTGAGE,credit_card,salaried,1
91737.68,57,17611.6,6.3,762.0,26057.34,12,0,48,12.25,MORTGAGE,debt_consolidation,retired,0
27080.46,60,7911.75,2.3,819.0,34875.95,5,1,48,17.47,MORTGAGE,debt_consolidation,salaried,0
26130.62,50,27323.42,5.4,607.0,10273.38,15,1,12,25.02,OWN,debt_consolidation,salaried,1
38441.8,56,19538.5,5.2,772.0,5476.98,2,0,12,23.48,MORTGAGE,major_purchase,salaried,0
29289.11,45,41192.37,2.1,641.0,18936.84,15,0,24,7.82,RENT,major_purchase,salaried,1
85374.74,35,18497.0,6.2,695.0,20121.11,15,0,36,10.33,MORTGAGE,other,salaried,0
120186.13,45,14991.28,19.3,601.0,15361.92,10,0,84,28.04,RENT,other,salaried,0
70396.06,26,10450.93,1.0,757.0,23773.09,3,0,36,15.67,RENT,car,self_employed,0
96713.46,51,33234.25,10.9,748.0,15810.63,3,0,60,20.08,MORTGAGE,major_purchase,self_employed,0
91533.09,61,729.83,1.3,578.0,29449.67,14,0,12,14.86,RENT,home_improvement,salaried,0
72728.4,55,31061.34,9.2,808.0,11769.29,14,0,36,19.47,MORTGAGE,home_improvement,salaried,0
54327.59,28,10374.1,8.2,761.0,13823.69,7,1,48,10.54,MORTGAGE,credit_card,self_employed,0
35310.42,21,500.0,9.0,783.0,24934.78,5,0,12,17.45,RENT,home_improvement,self_employed,0
12000.0,34,36697.69,1.4,699.0,36048.57,7,1,12,8.16,MORTGAGE,home_improvement,salaried,1
60438.65,50,37503.52,3.2,594.0,32499.45,19,0,84,18.18,RENT,car,salaried,1
48354.77,38,46066.84,0.9,717.0,32591.47,3,0,12,15.31,RENT,home_improvement,retired,0
105201.7,57,20716.35,6.5,746.0,23824.75,8,0,48,11.8,OWN,car,salaried,0
60273.82,46,30215.24,2.4,634.0,10072.97,4,0,36,19.81,MORTGAGE,medical,salaried,0
67349.74,50,16802.22,1.3,712.0,8597.16,12,0,12,16.71,RENT,car,self_employed,0
81781.34,24,25524.43,14.5,724.0,4158.51,16,0,24,12.78,RENT,home_improvement,salaried,0
79736.9,62,500.0,10.1,642.0,23598.18,3,1,12,20.2,RENT,debt_consolidation,retired,0
33526.93,46,44733.19,7.8,712.0,17884.5,14,0,60,17.88,RENT,other,salaried,1
78490.67,67,29594.44,7.6,755.0,23728.18,16,2,36,16.93,RENT,credit_card,salaried,0
21228.43,66,500.0,12.0,647.0,14382.04,17,0,24,17.48,RENT,debt_consolidation,salaried,0
54457.57,24,29420.37,1.9,622.0,25435.42,17,0,84,15.61,OWN,major_purchase,salaried,0
56817.6,68,19906.17,8.1,686.0,13012.79,0,0,84,19.96,RENT,car,self_employed,0
51790.63,51,500.0,24.1,777.0,1204.01,17,0,36,12.72,OWN,small_business,salaried,0
105715.75,47,6992.51,1.5,632.0,0.0,6,0,48,23.88,RENT,debt_consolidation,salaried,0
33225.88,54,28637.74,3.4,639.0,22466.48,2,0,12,21.61,RENT,small_business,salaried,0
53185.21,68,500.0,13.2,604.0,31512.23,11,0,24,19.57,RENT,home_improvement,salaried,0
56739.03,45,25016.35,1.4,633.0,10280.11,10,0,60,17.03,RENT,major_purchase,retired,0
42643.91,26,8494.55,5.1,727.0,26141.97,13,1,12,25.14,MORTGAGE,major_purchase,salaried,0
67256.17,39,20961.94,9.4,760.0,149.95,16,0,48,13.73,MORTGAGE,other,salaried,0
67653.52,52,15835.38,16.9,631.0,5737.53,18,0,84,13.99,RENT,credit_card,self_employed,0
59388.78,49,18658.01,1.2,733.0,7337.48,0,0,48,13.16,OWN,debt_consolidation,self_employed,0
61829.85,68,24805.72,5.1,682.0,0.0,18,2,36,12.25,RENT,car,salaried,0
31214.57,69,11750.6,7.5,752.0,23663.32,4,0,36,4.0,RENT,home_improvement,salaried,0
86403.88,61,35619.79,5.9,601.0,23984.36,1,0,84,21.48,MORTGAGE,credit_card,salaried,1
73660.4,36,500.0,5.6,721.0,0.0,12,0,36,16.5,OWN,car,retired,0
62516.63,54,26376.97,4.7,775.0,19777.93,9,0,12,18.09,RENT,small_business,salaried,0
47336.79,49,500.0,9.2,674.0,25495.95,17,1,48,19.2,MORTGAGE,credit_card,salaried,0
69346.95,22,500.0,11.3,607.0,22528.14,15,1,24,22.33,MORTGAGE,debt_consolidation,salaried,0
94048.96,55,3820.3,7.3,685.0,28709.03,2,0,48,14.57,RENT,car,salaried,0
25213.64,45,500.0,7.8,802.0,9209.03,3,0,36,19.04,MORTGAGE,other,salaried,0
57476.73,62,500.0,1.5,704.0,8078.17,16,0,24,17.11,OWN,debt_consolidation,self_employed,0
104638.36,32,30827.11,5.3,705.0,14399.14,16,2,24,15.28,MORTGAGE,debt_consolidation,salaried,0
83996.19,66,20876.34,0.2,735.0,13589.31,2,0,84,15.84,OWN,credit_card,salaried,0
136421.29,65,500.0,1.5,608.0,1778.07,5,0,36,9.65,OWN,home_improvement,salaried,0
57165.79,60,13086.65,5.7,698.0,0.0,11,0,36,12.37,OTHER,credit_card,salaried,0
,41,29049.19,5.5,613.0,4666.43,7,0,36,22.48,RENT,other,salaried,0
71273.0,66,10840.03,5.2,643.0,39488.57,7,0,24,17.33,OWN,home_improvement,self_employed,0
91743.12,27,500.0,3.9,761.0,31074.57,2,0,12,17.32,RENT,debt_consolidation,retired,0
57608.17,48,11165.59,12.1,739.0,23019.54,6,0,84,16.28,RENT,small_business,salaried,0
66363.0,30,500.0,5.7,786.0,0.0,8,0,24,10.57,OWN,credit_card,salaried,0
12000.0,28,11791.59,4.1,758.0,6297.55,14,0,12,17.77,RENT,small_business,salaried,0
85963.44,68,21213.05,4.1,660.0,0.0,5,0,84,16.2,OWN,small_business,self_employed,0
38596.77,41,500.0,5.1,496.0,30625.38,1,2,12,24.61,RENT,medical,salaried,1
57660.41,55,6803.38,12.6,585.0,7254.42,9,0,24,20.73,MORTGAGE,debt_consolidation,salaried,0
78933.15,46,2210.89,2.3,664.0,34376.39,3,0,48,17.55,RENT,debt_consolidation,retired,0
80433.48,38,28669.33,13.7,717.0,0.0,11,0,12,12.43,RENT,car,salaried,0
76615.95,53,500.0,0.9,731.0,15687.48,2,1,84,8.94,RENT,small_business,self_employed,0
73140.87,67,25366.34,5.7,795.0,0.0,7,0,36,10.76,OWN,major_purchase,self_employed,0
73800.83,50,25257.24,2.4,646.0,0.0,8,1,36,22.3,RENT,medical,salaried,1
33151.84,33,22814.64,5.7,630.0,26467.92,14,1,84,17.32,MORTGAGE,home_improvement,self_employed,1
55384.09,37,5105.47,14.7,674.0,351.2,5,1,60,8.83,OTHER,debt_consolidation,retired,0
44126.59,69,500.0,16.9,704.0,24764.08,5,0,24,19.3,RENT,debt_consolidation,self_employed,0
59387.54,48,500.0,5.1,740.0,22763.32,9,0,48,10.96,RENT,major_purchase,salaried,0
48100.6,25,29488.71,16.9,649.0,27164.38,19,0,84,14.38,RENT,credit_card,salaried,0
44299.3,41,2452.64,2.0,796.0,32059.97,1,1,84,3.54,OWN,credit_card,self_employed,0
12000.0,34,20855.22,6.2,747.0,16290.52,13,1,60,7.01,MORTGAGE,credit_card,salaried,0
114146.78,22,500.0,9.4,613.0,18565.3,8,1,12,22.19,MORTGAGE,home_improvement,salaried,0
120342.63,41,18936.88,0.3,621.0,10329.69,19,1,24,14.3,RENT,home_improvement,salaried,1
57128.42,40,1305.08,6.7,653.0,5699.58,4,0,48,12.21,RENT,other,salaried,0
56128.88,59,32194.04,0.7,,24121.09,7,0,60,14.86,MORTGAGE,debt_consolidation,unemployed,0
64066.26,54,1988.44,12.4,743.0,23599.35,11,1,60,13.94,MORTGAGE,credit_card,salaried,0
95872.83,38,8058.0,17.3,628.0,13334.09,8,1,60,10.13,MORTGAGE,home_improvement,salaried,1
17897.58,40,32232.92,10.8,572.0,18185.51,7,0,24,23.87,RENT,credit_card,salaried,1
61276.07,50,25909.15,4.9,558.0,0.0,18,0,48,26.44,MORTGAGE,home_improvement,salaried,1
70110.51,31,13590.21,14.2,739.0,14233.43,11,0,48,20.73,OWN,credit_card,salaried,0
13182.19,56,15678.76,5.6,730.0,1392.47,10,0,12,14.29,MORTGAGE,credit_card,salaried,0
25080.45,61,6902.46,11.2,722.0,5185.97,14,0,48,22.09,MORTGAGE,debt_consolidation,salaried,0
63980.61,57,500.0,7.2,595.0,10258.01,10,0,24,22.29,OWN,major_purchase,retired,0
41045.94,47,40598.01,6.2,736.0,8878.75,1,0,84,11.56,OWN,car,salaried,0
81459.14,30,39989.49,2.1,667.0,24309.5,8,0,12,16.62,MORTGAGE,credit_card,salaried,0
45189.84,55,29029.4,9.7,730.0,19094.17,8,1,12,21.67,OWN,debt_consolidation,salaried,0
18536.05,69,24493.56,3.6,544.0,15622.91,16,0,84,18.74,MORTGAGE,major_purchase,salaried,1
108293.06,44,10123.85,3.6,662.0,14516.01,12,0,48,18.71,RENT,credit_card,salaried,0
55418.07,48,3772.43,5.0,704.0,6147.75,4,0,12,18.15,RENT,debt_consolidation,salaried,0
83118.15,45,500.0,4.8,578.0,36499.91,3,1,48,24.69,RENT,major_purchase,unemployed,0
27451.45,43,33631.87,6.9,668.0,7579.97,16,0,24,19.27,OTHER,credit_card,salaried,1
152834.46,43,54460.34,3.9,661.0,9769.65,13,0,12,23.36,MORTGAGE,major_purchase,self_employed,0
82146.41,28,500.0,1.7,640.0,3418.99,17,0,12,22.47,MORTGAGE,home_improvement,salaried,0
54676.97,21,37587.46,7.6,751.0,12663.75,16,0,36,18.18,OTHER,credit_card,self_employed,0
65483.33,31,500.0,1.3,517.0,22852.62,13,0,60,19.42,OWN,major_purchase,salaried,1
97026.03,67,27767.18,0.9,845.0,25525.2,17,0,24,18.88,MORTGAGE,credit_card,self_employed,0
69365.2,61,5173.78,4.1,603.0,19668.62,3,0,24,25.7,RENT,debt_consolidation,retired,0
95821.87,41,40805.39,2.9,643.0,5393.15,17,0,24,6.67,MORTGAGE,debt_consolidation,salaried,0
73870.4,38,30239.22,5.5,711.0,26777.51,14,1,84,11.29,MORTGAGE,major_purchase,salaried,0
75142.37,62,30093.01,4.8,710.0,8180.53,11,2,12,13.86,RENT,debt_consolidation,salaried,0
52162.45,59,20915.81,5.6,622.0,22517.81,8,0,84,16.03,MORTGAGE,debt_consolidation,salaried,0
74497.02,48,24448.31,0.7,850.0,38795.33,19,0,12,4.68,OTHER,home_improvement,salaried,0
98666.04,49,39467.0,2.2,725.0,27693.89,7,0,36,23.27,MORTGAGE,major_purchase,salaried,0
,50,500.0,0.7,674.0,47215.35,2,0,84,12.75,RENT,debt_consolidation,salaried,0
70741.66,64,16636.4,4.9,682.0,16600.94,14,1,36,21.82,OWN,debt_consolidation,salaried,0
12000.0,29,18190.33,16.5,542.0,5474.27,4,0,36,21.5,OWN,debt_consolidation,salaried,1
121919.47,29,16050.86,8.7,620.0,23780.15,4,0,36,21.72,MORTGAGE,medical,self_employed,0
102920.75,37,500.0,3.9,694.0,19502.01,3,0,60,24.47,RENT,other,salaried,0
43604.54,33,10305.5,2.2,706.0,19252.95,7,0,60,16.59,RENT,credit_card,salaried,0
48778.37,34,500.0,1.4,617.0,13548.2,16,0,36,14.45,MORTGAGE,debt_consolidation,salaried,0
74746.28,35,15893.77,6.0,687.0,31370.13,6,0,48,19.64,RENT,home_improvement,salaried,0
102776.99,63,13494.28,3.8,778.0,17349.62,15,0,60,6.19,RENT,medical,retired,0
89833.32,52,40820.18,4.9,575.0,0.0,11,0,84,27.29,RENT,credit_card,salaried,0
93290.16,58,500.0,3.7,556.0,32353.7,5,0,60,13.33,OWN,home_improvement,salaried,0
84454.94,62,56824.33,3.6,749.0,12627.54,4,0,60,13.59,OWN,small_business,salaried,0
28164.5,52,22492.26,5.5,787.0,20661.19,11,0,60,12.96,RENT,debt_consolidation,self_employed,1
86535.86,44,8399.94,1.9,739.0,24534.34,1,0,24,10.51,MORTGAGE,debt_consolidation,salaried,0
68052.45,24,34051.91,10.0,719.0,0.0,16,1,84,15.57,MORTGAGE,medical,salaried,0
85865.52,56,8602.25,9.5,653.0,16810.73,9,0,48,23.7,OWN,debt_consolidation,salaried,0
64960.77,28,24509.29,1.1,762.0,9435.74,0,0,84,7.7,RENT,debt_consolidation,salaried,0
53752.26,67,13452.94,5.3,834.0,7090.39,1,0,24,8.78,RENT,car,self_employed,0
97708.98,68,11004.64,2.2,743.0,3963.68,1,1,12,12.4,MORTGAGE,small_business,self_employed,0
71213.4,64,32954.01,10.8,613.0,23132.15,9,3,12,22.88,OWN,debt_consolidation,self_employed,0
89317.47,25,37369.33,4.2,745.0,19164.09,3,2,48,20.0,MORTGAGE,debt_consolidation,salaried,0
104909.65,43,43821.77,6.2,730.0,18772.43,8,2,84,18.58,MORTGAGE,credit_card,salaried,0
93919.3,38,32435.52,5.7,625.0,19754.69,0,0,60,12.79,OTHER,major_purchase,salaried,0
12000.0,31,11932.34,4.0,667.0,27834.65,3,0,36,17.8,RENT,credit_card,retired,1
56269.05,44,25352.3,3.2,749.0,19602.69,8,0,12,24.13,OTHER,debt_consolidation,salaried,0
74391.55,69,8313.87,2.7,769.0,23269.99,6,2,12,14.79,OWN,medical,salaried,0
62952.37,58,28983.49,15.2,723.0,7390.79,17,0,84,15.76,OWN,major_purchase,salaried,0
12000.0,62,9347.17,7.0,809.0,10551.56,18,1,60,9.58,MORTGAGE,home_improvement,salaried,0
20008.29,38,22068.38,21.6,582.0,34914.15,2,1,60,27.71,MORTGAGE,home_improvement,salaried,1
12000.0,49,34230.94,4.3,748.0,0.0,8,0,24,14.77,RENT,major_purchase,salaried,1
69752.03,61,15899.94,10.3,582.0,9404.18,15,0,36,22.08,OWN,credit_card,salaried,0
43648.61,39,500.0,3.2,773.0,34974.18,10,0,48,17.97,RENT,debt_consolidation,salaried,1
27409.61,31,500.0,7.6,704.0,23165.72,11,0,84,12.57,RENT,debt_consolidation,salaried,1
71457.1,28,9763.42,6.1,639.0,25318.76,19,0,60,23.0,OWN,home_improvement,salaried,0
12000.0,41,15847.66,9.4,687.0,0.0,5,2,24,24.57,MORTGAGE,home_improvement,retired,0
22867.34,55,30241.31,12.9,565.0,11756.41,18,0,84,17.46,RENT,debt_consolidation,unemployed,1
73176.68,61,15051.83,1.9,696.0,9387.87,11,0,12,11.12,MORTGAGE,debt_consolidation,self_employed,0
64252.65,59,19671.51,9.2,688.0,7683.9,19,1,48,19.11,OWN,car,unemployed,0
47699.61,62,16392.26,4.8,573.0,32974.01,10,0,84,18.51,RENT,debt_consolidation,salaried,0
43815.88,22,24529.68,8.1,595.0,19813.23,12,0,60,25.02,RENT,credit_card,salaried,0
136821.59,60,500.0,4.8,661.0,9690.84,14,0,48,19.65,OWN,debt_consolidation,salaried,0
38425.92,33,31216.09,2.2,628.0,27509.25,4,0,24,17.86,MORTGAGE,credit_card,salaried,0
49329.99,38,2840.93,4.7,682.0,4625.9,7,0,24,19.65,RENT,home_improvement,self_employed,0
42767.17,48,17728.29,7.0,735.0,29886.69,7,1,12,14.13,MORTGAGE,other,self_employed,0
101520.24,57,4918.93,3.1,592.0,12619.35,5,0,24,16.21,MORTGAGE,medical,salaried,0
34643.92,51,18607.33,4.2,740.0,0.0,15,0,84,17.94,RENT,debt_consolidation,salaried,0
75989.46,49,23723.81,4.6,778.0,40764.06,5,1,24,9.48,OWN,major_purchase,salaried,0
80677.09,46,500.0,7.4,640.0,23692.61,6,0,36,22.62,OWN,major_purchase,self_employed,0
50959.26,46,25814.45,4.3,727.0,30795.32,1,0,36,11.93,RENT,credit_card,self_employed,1
83672.94,27,7570.63,4.7,638.0,17695.19,16,1,12,26.89,OWN,debt_consolidation,salaried,0
101484.23,67,11608.89,1.8,704.0,28027.99,7,0,48,18.15,OWN,debt_consolidation,salaried,0
40104.57,39,11362.17,12.4,668.0,17934.73,1,2,84,17.57,MORTGAGE,debt_consolidation,self_employed,0
54339.64,23,8079.89,3.6,697.0,0.0,12,0,48,19.42,MORTGAGE,credit_card,retired,0
87214.99,53,19538.65,8.5,628.0,10645.92,10,0,24,24.6,RENT,major_purchase,salaried,0
59040.59,51,7578.99,0.1,779.0,34634.13,15,0,84,7.79,OTHER,credit_card,salaried,0
77793.08,56,25428.76,0.8,742.0,12792.92,13,0,24,19.44,MORTGAGE,home_improvement,salaried,0
46157.94,27,7580.86,7.9,595.0,9065.33,12,0,84,11.32,RENT,major_purchase,salaried,0
67309.91,65,34053.83,5.7,723.0,19128.83,9,2,48,11.4,OWN,credit_card,salaried,0
65428.22,21,500.0,6.8,713.0,34352.1,11,0,48,20.88,MORTGAGE,medical,salaried,0
97761.81,29,19354.19,1.3,696.0,36496.95,8,0,12,12.09,RENT,debt_consolidation,salaried,0
12000.0,51,26533.45,2.5,702.0,6253.36,0,0,36,15.08,MORTGAGE,home_improvement,retired,0
81126.37,67,44299.0,8.2,567.0,13888.4,8,2,84,18.89,MORTGAGE,small_business,salaried,0
51728.32,55,31290.51,4.9,550.0,19823.2,15,1,48,18.26,OTHER,major_purchase,self_employed,1
86464.87,64,18491.16,2.2,716.0,16571.98,6,1,84,12.16,MORTGAGE,debt_consolidation,salaried,0
65817.73,28,500.0,3.5,520.0,10315.91,1,0,12,17.25,MORTGAGE,debt_consolidation,salaried,0
38064.08,69,16699.32,1.1,703.0,31949.12,12,1,48,15.13,MORTGAGE,debt_consolidation,salaried,1
44996.1,43,3303.07,3.8,792.0,0.0,12,1,60,13.48,MORTGAGE,medical,salaried,0
35938.2,66,891.9,9.2,485.0,0.0,5,0,84,25.59,OTHER,debt_consolidation,salaried,0
79396.05,30,14818.21,8.7,769.0,22285.39,5,1,60,11.76,OWN,major_purchase,self_employed,0
40277.92,65,46295.3,2.2,603.0,9111.64,7,0,60,16.47,RENT,debt_consolidation,self_employed,0
129590.1,32,19379.18,7.0,755.0,11754.21,2,0,12,17.2,MORTGAGE,other,salaried,0
64567.09,53,3335.21,6.3,702.0,4514.98,15,3,48,19.51,MORTGAGE,small_business,salaried,0
86481.63,51,777.4,0.9,681.0,22484.36,2,0,36,22.06,OWN,major_purchase,salaried,0
62256.17,25,4130.44,1.4,571.0,11890.77,17,1,12,29.03,RENT,debt_consolidation,salaried,0
64544.22,22,16151.5,8.4,650.0,0.0,11,0,60,3.69,MORTGAGE,debt_consolidation,self_employed,0
85225.4,56,13179.28,9.7,699.0,18590.94,19,1,48,12.62,MORTGAGE,car,salaried,0
18135.6,31,34788.0,1.5,638.0,34554.0,13,1,84,10.79,MORTGAGE,debt_consolidation,salaried,1
59089.01,55,23916.39,4.5,623.0,33356.44,2,1,36,9.77,RENT,debt_consolidation,salaried,0
69416.85,49,12144.41,3.9,584.0,21408.71,15,0,24,20.79,MORTGAGE,credit_card,salaried,0
56342.16,35,34519.96,9.3,722.0,29131.87,6,1,84,17.79,MORTGAGE,debt_consolidation,self_employed,0
112300.17,44,500.0,6.1,691.0,15611.13,9,1,48,15.49,MORTGAGE,debt_consolidation,unemployed,0
41438.12,29,21896.26,1.8,712.0,6809.3,7,1,60,10.83,OWN,debt_consolidation,salaried,0
33013.52,39,3067.8,2.0,622.0,10344.5,10,1,36,31.78,OWN,credit_card,salaried,1
44434.4,67,31379.55,1.3,669.0,0.0,8,1,24,16.1,OTHER,credit_card,salaried,0
58734.51,63,9360.33,8.4,622.0,22886.88,5,0,60,16.86,RENT,debt_consolidation,salaried,0
55925.47,43,54656.39,6.1,793.0,21338.33,18,1,36,19.0,RENT,credit_card,unemployed,0
51143.62,21,20827.09,16.7,850.0,30141.35,8,0,60,12.33,MORTGAGE,debt_consolidation,salaried,0
72422.54,29,23507.9,4.5,788.0,34970.95,13,0,60,18.43,RENT,debt_consolidation,salaried,0
115585.19,46,36451.1,3.9,803.0,16192.35,19,0,48,12.55,RENT,medical,retired,0
100125.82,56,9334.78,3.4,627.0,10761.12,17,0,84,18.45,MORTGAGE,debt_consolidation,self_employed,0
84867.8,26,500.0,1.5,724.0,12364.82,11,0,60,26.51,OWN,credit_card,retired,0
44892.76,46,19202.01,9.7,547.0,0.0,3,0,60,21.5,RENT,medical,unemployed,1
52325.01,55,24494.32,5.0,604.0,0.0,1,1,48,20.44,RENT,other,salaried,0
39445.09,50,500.0,7.4,649.0,13487.23,16,0,60,18.75,RENT,small_business,salaried,0
,37,16037.62,6.6,777.0,21139.98,10,1,36,15.53,RENT,debt_consolidation,salaried,0
15011.67,25,41635.56,3.0,654.0,30886.36,16,1,60,13.26,MORTGAGE,debt_consolidation,salaried,1
68595.51,42,10823.34,3.6,828.0,14773.54,19,0,36,12.64,MORTGAGE,major_purchase,salaried,0
86201.96,42,39076.87,2.1,750.0,25847.73,2,0,24,10.93,RENT,major_purchase,salaried,0
103629.42,21,36914.77,2.4,650.0,9440.6,2,0,84,21.04,RENT,medical,retired,1
12000.0,37,28495.28,13.5,746.0,202.59,11,1,48,20.28,RENT,major_purchase,salaried,0
91561.33,42,7766.8,4.0,684.0,16951.18,16,0,60,14.85,MORTGAGE,other,salaried,0
59067.05,21,29659.63,5.0,778.0,21982.81,12,0,36,11.4,RENT,major_purchase,salaried,0
20328.13,64,31730.94,2.8,650.0,17771.95,15,0,84,20.83,RENT,credit_card,salaried,1
69657.98,27,21254.11,7.8,505.0,24044.96,0,0,36,26.01,MORTGAGE,credit_card,salaried,0
84192.13,36,12194.18,1.4,643.0,17066.89,6,0,12,15.73,OTHER,major_purchase,self_employed,0
52501.39,64,15691.22,1.7,754.0,29668.77,11,0,36,15.59,RENT,debt_consolidation,salaried,0
80281.47,29,500.0,0.8,632.0,0.0,10,1,60,25.67,RENT,small_business,salaried,0
70687.28,38,38900.51,9.2,716.0,4431.01,9,1,48,16.78,MORTGAGE,medical,salaried,0
74297.7,67,9437.25,2.4,688.0,8698.77,11,1,12,14.89,OWN,major_purchase,salaried,0
53931.02,32,36820.04,7.7,647.0,3024.78,11,0,48,18.5,MORTGAGE,debt_consolidation,salaried,0
112048.73,31,27659.23,3.0,606.0,10970.1,16,0,24,24.34,MORTGAGE,credit_card,salaried,0
